Site Name:,Snake Range West Pinyon-Juniper,Snake Range West Montane
2019-10-31T06:20:00.0000000-08:00,14.620000000,8.470000000
2019-10-31T06:30:00.0000000-08:00,14.410000000,8.460000000
2019-10-31T06:40:00.0000000-08:00,14.260000000,8.030000000
2019-10-31T06:50:00.0000000-08:00,14.060000000,8.070000000
2019-10-31T07:00:00.0000000-08:00,13.910000000,7.930000000
2019-10-31T07:10:00.0000000-08:00,13.870000000,7.556000000
2019-10-31T07:20:00.0000000-08:00,13.620000000,7.587000000
2019-10-31T07:30:00.0000000-08:00,13.110000000,7.471000000
2019-10-31T07:40:00.0000000-08:00,12.860000000,7.650000000
2019-10-31T07:50:00.0000000-08:00,12.500000000,7.897000000
2019-10-31T08:00:00.0000000-08:00,12.360000000,8.060000000
2019-10-31T08:10:00.0000000-08:00,12.110000000,7.375000000
2019-10-31T08:20:00.0000000-08:00,12.180000000,7.122000000
2019-10-31T08:30:00.0000000-08:00,12.120000000,6.559000000
2019-10-31T08:40:00.0000000-08:00,11.500000000,5.756000000
2019-10-31T08:50:00.0000000-08:00,11.870000000,5.125000000
2019-10-31T09:00:00.0000000-08:00,11.930000000,4.946000000
2019-10-31T09:10:00.0000000-08:00,12.390000000,4.870000000
2019-10-31T09:20:00.0000000-08:00,11.430000000,5.198000000
2019-10-31T09:30:00.0000000-08:00,12.260000000,4.934000000
2019-10-31T09:40:00.0000000-08:00,13.770000000,4.914000000
2019-10-31T09:50:00.0000000-08:00,14.030000000,4.787000000
2019-10-31T10:00:00.0000000-08:00,13.630000000,4.598000000
2019-10-31T10:10:00.0000000-08:00,12.880000000,4.900000000
2019-10-31T10:20:00.0000000-08:00,12.580000000,5.141000000
2019-10-31T10:30:00.0000000-08:00,12.070000000,4.939000000
2019-10-31T10:40:00.0000000-08:00,11.970000000,4.608000000
2019-10-31T10:50:00.0000000-08:00,11.680000000,4.645000000
2019-10-31T11:00:00.0000000-08:00,11.650000000,4.638000000
2019-10-31T11:10:00.0000000-08:00,11.370000000,4.905000000
2019-10-31T11:20:00.0000000-08:00,11.090000000,4.835000000
2019-10-31T11:30:00.0000000-08:00,11.040000000,4.824000000
2019-10-31T11:40:00.0000000-08:00,10.900000000,4.873000000
2019-10-31T11:50:00.0000000-08:00,10.600000000,4.815000000
2019-10-31T12:00:00.0000000-08:00,10.180000000,4.701000000
2019-10-31T12:10:00.0000000-08:00,9.840000000,4.726000000
2019-10-31T12:20:00.0000000-08:00,9.280000000,5.708000000
2019-10-31T12:30:00.0000000-08:00,9.020000000,5.687000000
2019-10-31T12:40:00.0000000-08:00,8.780000000,5.334000000
2019-10-31T12:50:00.0000000-08:00,8.450000000,5.251000000
2019-10-31T13:00:00.0000000-08:00,8.110000000,4.873000000
2019-10-31T13:10:00.0000000-08:00,8.290000000,5.161000000
2019-10-31T13:20:00.0000000-08:00,8.260000000,5.875000000
2019-10-31T13:30:00.0000000-08:00,8.360000000,5.238000000
2019-10-31T13:40:00.0000000-08:00,8.510000000,4.919000000
2019-10-31T13:50:00.0000000-08:00,8.110000000,5.084000000
2019-10-31T14:00:00.0000000-08:00,7.179000000,4.738000000
2019-10-31T14:10:00.0000000-08:00,6.580000000,4.933000000
2019-10-31T14:20:00.0000000-08:00,6.194000000,5.425000000
2019-10-31T14:30:00.0000000-08:00,6.235000000,5.900000000
2019-10-31T14:40:00.0000000-08:00,6.115000000,6.786000000
2019-10-31T14:50:00.0000000-08:00,5.977000000,7.311000000
2019-10-31T15:00:00.0000000-08:00,5.953000000,6.725000000
2019-10-31T15:10:00.0000000-08:00,5.988000000,6.659000000
2019-10-31T15:20:00.0000000-08:00,5.806000000,6.404000000
2019-10-31T15:30:00.0000000-08:00,5.561000000,5.492000000
2019-10-31T15:40:00.0000000-08:00,5.806000000,5.189000000
2019-10-31T15:50:00.0000000-08:00,5.941000000,5.257000000
2019-10-31T16:00:00.0000000-08:00,6.066000000,5.497000000
2019-10-31T16:10:00.0000000-08:00,6.256000000,6.412000000
2019-10-31T16:20:00.0000000-08:00,6.276000000,6.630000000
2019-10-31T16:30:00.0000000-08:00,6.888000000,6.829000000
2019-10-31T16:40:00.0000000-08:00,7.126000000,7.603000000
2019-10-31T16:50:00.0000000-08:00,7.501000000,7.999000000
2019-10-31T17:00:00.0000000-08:00,8.130000000,8.270000000
2019-10-31T17:10:00.0000000-08:00,7.858000000,8.270000000
2019-10-31T17:20:00.0000000-08:00,7.433000000,8.520000000
2019-10-31T17:30:00.0000000-08:00,7.545000000,8.540000000
2019-10-31T17:40:00.0000000-08:00,7.689000000,8.690000000
2019-10-31T17:50:00.0000000-08:00,7.603000000,8.760000000
2019-10-31T18:00:00.0000000-08:00,7.656000000,8.590000000
2019-10-31T18:10:00.0000000-08:00,7.877000000,8.840000000
2019-10-31T18:20:00.0000000-08:00,8.390000000,8.700000000
2019-10-31T18:30:00.0000000-08:00,7.991000000,8.630000000
2019-10-31T18:40:00.0000000-08:00,7.889000000,8.660000000
2019-10-31T18:50:00.0000000-08:00,7.972000000,8.720000000
2019-10-31T19:00:00.0000000-08:00,7.846000000,9.020000000
2019-10-31T19:10:00.0000000-08:00,7.880000000,9.130000000
2019-10-31T19:20:00.0000000-08:00,7.859000000,9.210000000
2019-10-31T19:30:00.0000000-08:00,8.240000000,8.870000000
2019-10-31T19:40:00.0000000-08:00,8.220000000,8.700000000
2019-10-31T19:50:00.0000000-08:00,8.330000000,8.260000000
2019-10-31T20:00:00.0000000-08:00,8.170000000,8.240000000
2019-10-31T20:10:00.0000000-08:00,8.350000000,8.190000000
2019-10-31T20:20:00.0000000-08:00,8.610000000,8.290000000
2019-10-31T20:30:00.0000000-08:00,8.420000000,8.140000000
2019-10-31T20:40:00.0000000-08:00,8.170000000,8.660000000
2019-10-31T20:50:00.0000000-08:00,8.420000000,8.030000000
2019-10-31T21:00:00.0000000-08:00,8.310000000,7.763000000
2019-10-31T21:10:00.0000000-08:00,8.170000000,7.498000000
2019-10-31T21:20:00.0000000-08:00,8.070000000,7.533000000
2019-10-31T21:30:00.0000000-08:00,8.110000000,7.531000000
2019-10-31T21:40:00.0000000-08:00,8.440000000,7.517000000
2019-10-31T21:50:00.0000000-08:00,8.430000000,7.663000000
2019-10-31T22:00:00.0000000-08:00,7.152000000,7.571000000
2019-10-31T22:10:00.0000000-08:00,7.058000000,7.821000000
2019-10-31T22:20:00.0000000-08:00,7.366000000,7.790000000
2019-10-31T22:30:00.0000000-08:00,7.066000000,7.708000000
2019-10-31T22:40:00.0000000-08:00,6.779000000,7.425000000
2019-10-31T22:50:00.0000000-08:00,6.574000000,7.631000000
2019-10-31T23:00:00.0000000-08:00,6.642000000,7.721000000
2019-10-31T23:10:00.0000000-08:00,6.582000000,7.846000000
2019-10-31T23:20:00.0000000-08:00,7.162000000,7.863000000
2019-10-31T23:30:00.0000000-08:00,7.695000000,7.358000000
2019-10-31T23:40:00.0000000-08:00,7.472000000,6.624000000
2019-10-31T23:50:00.0000000-08:00,7.711000000,6.841000000
